source_id,source_url,video_title,game_date,teams,batter,event_text,expected_label,rights_note,status,local_path,source_hash,notes
MLB_824018_keegan-akin-in-play-run-s-to-nolan-schanuel,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/24/5ec6b966-41d9b8fc-7a8deeae-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Angels tie the game in the 10th on a chaotic play Angels tie the game in the 10th on a chaotic play Angels tie the game in the 10th on a chaotic play Nolan Schanuel hits a ground ball and Keegan Akin drops the toss from Jeremiah Jackson, allowing Oswald Peraza to score to tie the game in the 10th",2026-06-24,Baltimore Orioles at Los Angeles Angels,,"Angels tie the game in the 10th on a chaotic play Angels tie the game in the 10th on a chaotic play Angels tie the game in the 10th on a chaotic play Nolan Schanuel hits a ground ball and Keegan Akin drops the toss from Jeremiah Jackson, allowing Oswald Peraza to score to tie the game in the 10th",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824018_keegan-akin-in-play-run-s-to-nolan-schanuel_Angels_tie_the_game_in_the_10th_on_a_chaotic_play_Angels_tie_the_game_in_the_10t.mp4,ecc86c769e54a881c609970a64fc63c725aec5dd5e0e3190f08936b0077f8f23,gamePk=824018
MLB_824018_jose-fermin-in-play-out-s-to-jeremiah-jackson,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/24/53801d42-a11f54ae-f855606c-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Oswald Peraza's outstanding off-balance throw Oswald Peraza's outstanding off-balance throw Oswald Peraza's outstanding off-balance throw Oswald Peraza shows off his arm strength at shortstop, making a stop on a ground ball and fires an off-balance throw to first base for the out",2026-06-24,Baltimore Orioles at Los Angeles Angels,,"Oswald Peraza's outstanding off-balance throw Oswald Peraza's outstanding off-balance throw Oswald Peraza's outstanding off-balance throw Oswald Peraza shows off his arm strength at shortstop, making a stop on a ground ball and fires an off-balance throw to first base for the out",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824018_jose-fermin-in-play-out-s-to-jeremiah-jackson_Oswald_Peraza_s_outstanding_off-balance_throw_Oswald_Peraza_s_outstanding_off-ba.mp4,7a58b6f1b8b920d6c7f1b45ab0ed7c2432a8bae455f92c9930e3b58851897ee3,gamePk=824018
MLB_824018_chase-silseth-in-play-out-s-to-gunnar-henderson,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/24/88b70a34-11db78c0-dcce9576-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Chase Silseth's smooth flip play at home is confirmed Chase Silseth's smooth flip play at home is confirmed Chase Silseth's smooth flip play at home is confirmed Chase Silseth shows off his defense on the mound, fielding a soft grounder and flips the ball home in time for the out and the call is con",2026-06-24,Baltimore Orioles at Los Angeles Angels,,"Chase Silseth's smooth flip play at home is confirmed Chase Silseth's smooth flip play at home is confirmed Chase Silseth's smooth flip play at home is confirmed Chase Silseth shows off his defense on the mound, fielding a soft grounder and flips the ball home in time for the out and the call is con",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824018_chase-silseth-in-play-out-s-to-gunnar-henderson_Chase_Silseth_s_smooth_flip_play_at_home_is_confirmed_Chase_Silseth_s_smooth_fli.mp4,fede83482d18523fd290fe2b94b7691fe04d33d035763f6550c148388a604034,gamePk=824018
MLB_823367_braxton-ashcraft-in-play-run-s-to-julio-rodriguez,https://bdata-producedclips.mlb.com/99280f99-3013-4dea-845e-a6cfefb65af3.mp4,"Julio Rodríguez's RBI single Julio Rodríguez's RBI single Julio Rodríguez's RBI single Julio Rodríguez singles on a ground ball to left field, scoring J.P. Crawford putting the Mariners on the board 1-0 in the top of the 1st inning",2026-06-24,Seattle Mariners at Pittsburgh Pirates,,"Julio Rodríguez's RBI single Julio Rodríguez's RBI single Julio Rodríguez's RBI single Julio Rodríguez singles on a ground ball to left field, scoring J.P. Crawford putting the Mariners on the board 1-0 in the top of the 1st inning",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823367_braxton-ashcraft-in-play-run-s-to-julio-rodriguez_Julio_Rodr_guez_s_RBI_single_Julio_Rodr_guez_s_RBI_single_Julio_Rodr_guez_s_RBI_.mp4,44ea63d81b89598d20a126e225c01c0ee51e3f91853f688010110672306a1f4b,gamePk=823367
MLB_823367_braxton-ashcraft-in-play-out-s-to-randy-arozarena,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/24/985397fd-7cd4e98b-411abcb6-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Jared Triolo throws out Randy Arozarena Jared Triolo throws out Randy Arozarena Jared Triolo throws out Randy Arozarena Jared Triolo fields Randy Arozarena's ground ball and makes the throw to first to get him out and end the top of the 3rd,2026-06-24,Seattle Mariners at Pittsburgh Pirates,,Jared Triolo throws out Randy Arozarena Jared Triolo throws out Randy Arozarena Jared Triolo throws out Randy Arozarena Jared Triolo fields Randy Arozarena's ground ball and makes the throw to first to get him out and end the top of the 3rd,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823367_braxton-ashcraft-in-play-out-s-to-randy-arozarena_Jared_Triolo_throws_out_Randy_Arozarena_Jared_Triolo_throws_out_Randy_Arozarena_.mp4,fe8138afd45b08d174304bd503da84139784e260377c40a3d6ec0fe3e67be806,gamePk=823367
MLB_823367_braxton-ashcraft-foul-to-randy-arozarena,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/24/0729996c-f9dea7cf-9aba7108-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Randy Arozarena fouls after review in top of the 1st Randy Arozarena fouls after review in top of the 1st Randy Arozarena fouls after review in top of the 1st Randy Arozarena's fly ball to right field is ruled foul after review in top of the 1st,2026-06-24,Seattle Mariners at Pittsburgh Pirates,,Randy Arozarena fouls after review in top of the 1st Randy Arozarena fouls after review in top of the 1st Randy Arozarena fouls after review in top of the 1st Randy Arozarena's fly ball to right field is ruled foul after review in top of the 1st,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823367_braxton-ashcraft-foul-to-randy-arozarena_Randy_Arozarena_fouls_after_review_in_top_of_the_1st_Randy_Arozarena_fouls_after.mp4,f1fe4fbbac5c4a160420ca7bbb7bfde39cb57c7efadac4de9cb6ab08c17e0ca7,gamePk=823367
MLB_822965_griffin-jax-in-play-run-s-to-salvador-perez-x2441,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/24/a7a3c811-e98d5763-aab8ced6-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Two runs score on error on Salvador Perez's liner Two runs score on error on Salvador Perez's liner Two runs score on error on Salvador Perez's liner Chandler Simpson misplays Salvador Perez's line drive, allowing two to score and the Royals to get on the board in the 5th inning",2026-06-24,Kansas City Royals at Tampa Bay Rays,,"Two runs score on error on Salvador Perez's liner Two runs score on error on Salvador Perez's liner Two runs score on error on Salvador Perez's liner Chandler Simpson misplays Salvador Perez's line drive, allowing two to score and the Royals to get on the board in the 5th inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822965_griffin-jax-in-play-run-s-to-salvador-perez-x2441_Two_runs_score_on_error_on_Salvador_Perez_s_liner_Two_runs_score_on_error_on_Sal.mp4,e2828b136ca0e974986474862f05f809675d68d6bfe128a88ef4b07bf1e4d78c,gamePk=822965
MLB_823208_shea-langeliers-flies-out-sharply-to-right-fielder-jung-hoo-lee,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/24/c7f3af51-e1bd1814-d6edfa95-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Jung Hoo Lee's running catch into the wall Jung Hoo Lee's running catch into the wall Jung Hoo Lee's running catch into the wall Jung Hoo Lee makes a running catch into the wall for Shea Langeliers' fly ball and end the top of the 4th,2026-06-24,Athletics at San Francisco Giants,,Jung Hoo Lee's running catch into the wall Jung Hoo Lee's running catch into the wall Jung Hoo Lee's running catch into the wall Jung Hoo Lee makes a running catch into the wall for Shea Langeliers' fly ball and end the top of the 4th,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823208_shea-langeliers-flies-out-sharply-to-right-fielder-jung-hoo-lee_Jung_Hoo_Lee_s_running_catch_into_the_wall_Jung_Hoo_Lee_s_running_catch_into_the.mp4,256868c2710d2e4816a43ceb8f23c8896c3b4507de0b11e55e60284665f79168,gamePk=823208
MLB_823208_tyler-mahle-in-play-out-s-to-lawrence-butler-nocxsw-x8066,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/24/1e6506eb-6c83ed87-aa60c0fa-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,A's double play to end top of the 5th A's double play to end top of the 5th A's double play to end top of the 5th Casey Schmitt makes the catch Lawrence Butler's fly ball for the second out and then throws to Victor Bericoto to catcher Eric Haase to get out Jacob Wilson out at home and end the top o,2026-06-24,Athletics at San Francisco Giants,,A's double play to end top of the 5th A's double play to end top of the 5th A's double play to end top of the 5th Casey Schmitt makes the catch Lawrence Butler's fly ball for the second out and then throws to Victor Bericoto to catcher Eric Haase to get out Jacob Wilson out at home and end the top o,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823208_tyler-mahle-in-play-out-s-to-lawrence-butler-nocxsw-x8066_A_s_double_play_to_end_top_of_the_5th_A_s_double_play_to_end_top_of_the_5th_A_s_.mp4,273946a645aeb8e93120b7c172c9ac44a1d9c7ca874257c1b6391eca45509d1f,gamePk=823208
MLB_824747_cam-schlittler-in-play-run-s-to-willson-contreras-lmtdkr,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/25/2f1904a0-30a9a82f-f9d178de-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Masataka Yoshida scores on an error Masataka Yoshida scores on an error Masataka Yoshida scores on an error Willson Contreras rips a sharp grounder that is missed by Amed Rosario, as Masataka Yoshida scores to cut the Red Sox deficit to 2-1",2026-06-25,New York Yankees at Boston Red Sox,,"Masataka Yoshida scores on an error Masataka Yoshida scores on an error Masataka Yoshida scores on an error Willson Contreras rips a sharp grounder that is missed by Amed Rosario, as Masataka Yoshida scores to cut the Red Sox deficit to 2-1",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824747_cam-schlittler-in-play-run-s-to-willson-contreras-lmtdkr_Masataka_Yoshida_scores_on_an_error_Masataka_Yoshida_scores_on_an_error_Masataka.mp4,a002dbde9af3f44d0312b0b52de5b655ccc1324c4a42fac2a69b48ef069cb930,gamePk=824747
MLB_823363_paul-skenes-in-play-run-s-to-tyler-stephenson,https://bdata-producedclips.mlb.com/383ac222-b3de-40b9-86c6-86443c77cac8.mp4,"Tyler Stephenson's RBI single Tyler Stephenson's RBI single Tyler Stephenson's RBI single Tyler Stephenson singles on a line drive to right field, giving the Reds an early lead in the 2nd inning",2026-06-26,Cincinnati Reds at Pittsburgh Pirates,,"Tyler Stephenson's RBI single Tyler Stephenson's RBI single Tyler Stephenson's RBI single Tyler Stephenson singles on a line drive to right field, giving the Reds an early lead in the 2nd inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823363_paul-skenes-in-play-run-s-to-tyler-stephenson_Tyler_Stephenson_s_RBI_single_Tyler_Stephenson_s_RBI_single_Tyler_Stephenson_s_R.mp4,ac4ec8393d5991bca30011af98ec7c39cb3404ee429508ce16cadc1cb416f8cd,gamePk=823363
MLB_823363_spencer-steer-singles-on-a-line-drive-to-center-fielder-jake-mangum-n,https://bdata-producedclips.mlb.com/e510bced-763d-413e-80b3-01219e2fdfc3.mp4,"Spencer Steer's RBI single Spencer Steer's RBI single Spencer Steer's RBI single Spencer Steer singles on a line drive to center field, putting the Reds on the board in the 2nd inning",2026-06-26,Cincinnati Reds at Pittsburgh Pirates,,"Spencer Steer's RBI single Spencer Steer's RBI single Spencer Steer's RBI single Spencer Steer singles on a line drive to center field, putting the Reds on the board in the 2nd inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823363_spencer-steer-singles-on-a-line-drive-to-center-fielder-jake-mangum-n_Spencer_Steer_s_RBI_single_Spencer_Steer_s_RBI_single_Spencer_Steer_s_RBI_single.mp4,1b5a9b1bfa7c9febd396d88a7fb0e9d1788634ed979a3706742b2bc7ff58749b,gamePk=823363
MLB_822962_victor-mesa-jr-lines-out-sharply-to-right-fielder-corbin-carroll,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/26/500c478a-6ead66df-d983581d-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Corbin Carroll's sliding catch in the bottom of the 2nd Corbin Carroll's sliding catch in the bottom of the 2nd Corbin Carroll's sliding catch in the bottom of the 2nd Corbin Carroll makes a sliding catch, getting under a fly ball for the first out in the bottom of the 2nd",2026-06-26,Arizona Diamondbacks at Tampa Bay Rays,,"Corbin Carroll's sliding catch in the bottom of the 2nd Corbin Carroll's sliding catch in the bottom of the 2nd Corbin Carroll's sliding catch in the bottom of the 2nd Corbin Carroll makes a sliding catch, getting under a fly ball for the first out in the bottom of the 2nd",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822962_victor-mesa-jr-lines-out-sharply-to-right-fielder-corbin-carroll_Corbin_Carroll_s_sliding_catch_in_the_bottom_of_the_2nd_Corbin_Carroll_s_sliding.mp4,33e19425a2e352e55586d2521f44ce6f104c1123073acef57ac42901012f62e5,gamePk=822962
MLB_822962_pavin-smith-lines-out-sharply-to-second-baseman-richie-palacios,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/26/06cd199a-95e6e01c-a00b62b3-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Richie Palacios makes the catch for the win Richie Palacios makes the catch for the win Richie Palacios makes the catch for the win Richie Palacios makes the catch for Pavin Smith's liner to lock down the Rays' 6-1 win,2026-06-26,Arizona Diamondbacks at Tampa Bay Rays,,Richie Palacios makes the catch for the win Richie Palacios makes the catch for the win Richie Palacios makes the catch for the win Richie Palacios makes the catch for Pavin Smith's liner to lock down the Rays' 6-1 win,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822962_pavin-smith-lines-out-sharply-to-second-baseman-richie-palacios_Richie_Palacios_makes_the_catch_for_the_win_Richie_Palacios_makes_the_catch_for_.mp4,53dc6db33cee75aa72fa7d7a4c23d3c5a908947c04a9a597be8a58e580ef9fe1,gamePk=822962
MLB_822962_nick-martinez-in-play-out-s-to-lourdes-gurriel-jr-mfflzs,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/26/3218fa02-1c47d17a-f8715901-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Taylor Walls throws out Lourdes Gurriel Jr. Taylor Walls throws out Lourdes Gurriel Jr. Taylor Walls throws out Lourdes Gurriel Jr. Taylor Walls makes a nice hopping play for Lourdes Gurriel Jr.'s ground ball and throws him out for the second out in the top of the 2nd,2026-06-26,Arizona Diamondbacks at Tampa Bay Rays,,Taylor Walls throws out Lourdes Gurriel Jr. Taylor Walls throws out Lourdes Gurriel Jr. Taylor Walls throws out Lourdes Gurriel Jr. Taylor Walls makes a nice hopping play for Lourdes Gurriel Jr.'s ground ball and throws him out for the second out in the top of the 2nd,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_822962_nick-martinez-in-play-out-s-to-lourdes-gurriel-jr-mfflzs_Taylor_Walls_throws_out_Lourdes_Gurriel_Jr._Taylor_Walls_throws_out_Lourdes_Gurr.mp4,97704aa2a23dbfaa0004d1b2ccfddf309266cfaaea784bd0df9bf79ea7edac10,gamePk=822962
MLB_823773_carson-kelly-grounds-out-softly-third-baseman-david-hamilton-to-first,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/26/55a31f88-34eb4049-c1fe3569-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,David Hamilton's charging play David Hamilton's charging play David Hamilton's charging play David Hamilton charges a soft grounder and makes a nice throw to put out Carson Kelly for the second out of the 7th inning,2026-06-26,Chicago Cubs at Milwaukee Brewers,,David Hamilton's charging play David Hamilton's charging play David Hamilton's charging play David Hamilton charges a soft grounder and makes a nice throw to put out Carson Kelly for the second out of the 7th inning,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823773_carson-kelly-grounds-out-softly-third-baseman-david-hamilton-to-first_David_Hamilton_s_charging_play_David_Hamilton_s_charging_play_David_Hamilton_s_c.mp4,6be674d7cf4e433817411e01343109a8065c3d35845631832b8e3840841b9638,gamePk=823773
MLB_823039_max-rajcic-in-play-run-s-to-jakob-marsee,https://bdata-producedclips.mlb.com/fcadcfe6-bd79-48d5-a516-54751b5f73e6.mp4,Jakob Marsee's two-run double Jakob Marsee's two-run double Jakob Marsee's two-run double Jakob Marsee extends the Marlins' lead to 4-0 on a hard line drive to center field in the top of the 9th inning,2026-06-26,Miami Marlins at St. Louis Cardinals,,Jakob Marsee's two-run double Jakob Marsee's two-run double Jakob Marsee's two-run double Jakob Marsee extends the Marlins' lead to 4-0 on a hard line drive to center field in the top of the 9th inning,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823039_max-rajcic-in-play-run-s-to-jakob-marsee_Jakob_Marsee_s_two-run_double_Jakob_Marsee_s_two-run_double_Jakob_Marsee_s_two-r.mp4,cea6d7ba9d91e8201f958bfc709be1cdb438d73a1065a88326d1fabb31727079,gamePk=823039
MLB_824014_walbert-urena-in-play-run-s-to-shea-langeliers,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/26/b67fd271-3b8093c2-5de7d5a6-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Shea Langeliers' RBI single Shea Langeliers' RBI single Shea Langeliers' RBI single Shea Langeliers hits a single on a line drive to left field scoring Nick Kurtz, extending the A's lead to 7-1 in the top of the 5th inning",2026-06-26,Athletics at Los Angeles Angels,,"Shea Langeliers' RBI single Shea Langeliers' RBI single Shea Langeliers' RBI single Shea Langeliers hits a single on a line drive to left field scoring Nick Kurtz, extending the A's lead to 7-1 in the top of the 5th inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824014_walbert-urena-in-play-run-s-to-shea-langeliers_Shea_Langeliers_RBI_single_Shea_Langeliers_RBI_single_Shea_Langeliers_RBI_single.mp4,64fadddd316fc8a231522d2fa24e6157fab30e1733aac66b07c21bb593ac1364,gamePk=824014
MLB_824014_walbert-urena-in-play-run-s-to-alika-williams,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/26/83a579ec-77ea1a84-d2f25217-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Alika Williams' RBI single Alika Williams' RBI single Alika Williams' RBI single Alika Williams singles on a ground ball to center field scoring Max Muncy, extending the Athletics' lead to 3-1 in the top of the 5th inning",2026-06-26,Athletics at Los Angeles Angels,,"Alika Williams' RBI single Alika Williams' RBI single Alika Williams' RBI single Alika Williams singles on a ground ball to center field scoring Max Muncy, extending the Athletics' lead to 3-1 in the top of the 5th inning",ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824014_walbert-urena-in-play-run-s-to-alika-williams_Alika_Williams_RBI_single_Alika_Williams_RBI_single_Alika_Williams_RBI_single_Al.mp4,fdb56e97a677652cceb7ac30cc2dfbc43c43da2248fba6d64ed92a8ffe32c542,gamePk=824014
MLB_823285_jonathan-hernandez-in-play-run-s-to-fernando-tatis-jr,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/26/d4828918-b2707aaf-1035eaf1-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Fernando Tatis Jr.'s RBI single Fernando Tatis Jr.'s RBI single Fernando Tatis Jr.'s RBI single Fernando Tatis Jr. singles on a line drive to center field, scoring Rodolfo Durán in the bottom of the 8th inning",2026-06-26,Los Angeles Dodgers at San Diego Padres,,"Fernando Tatis Jr.'s RBI single Fernando Tatis Jr.'s RBI single Fernando Tatis Jr.'s RBI single Fernando Tatis Jr. singles on a line drive to center field, scoring Rodolfo Durán in the bottom of the 8th inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823285_jonathan-hernandez-in-play-run-s-to-fernando-tatis-jr_Fernando_Tatis_Jr._s_RBI_single_Fernando_Tatis_Jr._s_RBI_single_Fernando_Tatis_J.mp4,be500a85adb93db97ac05ef78ec097b8844bc38043f7322648911af4a26a9c0b,gamePk=823285
MLB_823285_rodolfo-duran-s-rbi-double,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/26/af6add28-793af9d8-54a81ced-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Rodolfo Durán's RBI double Rodolfo Durán's RBI double Rodolfo Durán's RBI double Rodolfo Durán doubles on a fly ball to left field, extending the Padres lead 6-1",2026-06-26,Los Angeles Dodgers at San Diego Padres,,"Rodolfo Durán's RBI double Rodolfo Durán's RBI double Rodolfo Durán's RBI double Rodolfo Durán doubles on a fly ball to left field, extending the Padres lead 6-1",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823285_rodolfo-duran-s-rbi-double_Rodolfo_Dur_n_s_RBI_double_Rodolfo_Dur_n_s_RBI_double_Rodolfo_Dur_n_s_RBI_double.mp4,9d1600709b8ef3e8b5f74087db0fe38f17b272c7e690209e4e9f3634c0ad13cc,gamePk=823285
MLB_823206_ha-seong-kim-lines-out-to-shortstop-willy-adames,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/26/4185a470-cdf5c7fc-225e3b40-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,"Willy Adames' leaping snag Willy Adames' leaping snag Willy Adames' leaping snag Willy Adames gets airborne to snag a line drive, taking away a hit from Ha-Seong Kim in the top of the 9th",2026-06-26,Atlanta Braves at San Francisco Giants,,"Willy Adames' leaping snag Willy Adames' leaping snag Willy Adames' leaping snag Willy Adames gets airborne to snag a line drive, taking away a hit from Ha-Seong Kim in the top of the 9th",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823206_ha-seong-kim-lines-out-to-shortstop-willy-adames_Willy_Adames_leaping_snag_Willy_Adames_leaping_snag_Willy_Adames_leaping_snag_Wi.mp4,6836be069fc0aadfba2af0ff8b4e56613098b2315321ba2040dbd45efb4309b2,gamePk=823206
MLB_823364_chase-petty-in-play-out-s-to-ryan-o-hearn,https://bdata-producedclips.mlb.com/d94d5356-bd9e-49c4-b7c3-596cd3fadd41.mp4,Spencer Steer snags line drive to seal victory Spencer Steer snags line drive to seal victory Spencer Steer snags line drive to seal victory,2026-06-27,Cincinnati Reds at Pittsburgh Pirates,,Spencer Steer snags line drive to seal victory Spencer Steer snags line drive to seal victory Spencer Steer snags line drive to seal victory,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823364_chase-petty-in-play-out-s-to-ryan-o-hearn_Spencer_Steer_snags_line_drive_to_seal_victory_Spencer_Steer_snags_line_drive_to.mp4,794329f731d585f7acdd383713f1dd087dea5a1099a884f9158fa7b56bbafed0,gamePk=823364
MLB_823364_jared-jones-in-play-run-s-to-sal-stewart,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/27/82c9842a-bb29bac0-67f28818-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Edwin Arroyo scores on a fielding error Edwin Arroyo scores on a fielding error Edwin Arroyo scores on a fielding error The Reds tie it up in the top of the 5th after Brandon Lowe misplayed a ground ball hit by Sal Stewart allowing Edwin Arroyo to score,2026-06-27,Cincinnati Reds at Pittsburgh Pirates,,Edwin Arroyo scores on a fielding error Edwin Arroyo scores on a fielding error Edwin Arroyo scores on a fielding error The Reds tie it up in the top of the 5th after Brandon Lowe misplayed a ground ball hit by Sal Stewart allowing Edwin Arroyo to score,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823364_jared-jones-in-play-run-s-to-sal-stewart_Edwin_Arroyo_scores_on_a_fielding_error_Edwin_Arroyo_scores_on_a_fielding_error_.mp4,02244d5d4e03e5666cc45df1ecef90b82cf73060d577a0840f2e11797c9b0316,gamePk=823364
MLB_824421_logan-gilbert-in-play-run-s-to-kahlil-watson,https://bdata-producedclips.mlb.com/f01a02e8-610e-41f3-918c-d794a29742c1.mp4,"Kahlil Watson's RBI double Kahlil Watson's RBI double Kahlil Watson's RBI double Kahlil Watson doubles on a line drive to right field, putting the Guardians on the board in the bottom of the 4th inning",2026-06-27,Seattle Mariners at Cleveland Guardians,,"Kahlil Watson's RBI double Kahlil Watson's RBI double Kahlil Watson's RBI double Kahlil Watson doubles on a line drive to right field, putting the Guardians on the board in the bottom of the 4th inning",fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824421_logan-gilbert-in-play-run-s-to-kahlil-watson_Kahlil_Watson_s_RBI_double_Kahlil_Watson_s_RBI_double_Kahlil_Watson_s_RBI_double.mp4,cdce442d558527feae7c33e7ece7ea978a159a8abd5ef7ddedcfce41db471a8b,gamePk=824421
MLB_823770_david-peterson-in-play-out-s-to-sal-frelick-l26n5e,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/27/deee61b1-18b63388-f60d86a0-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,Alex Bregman's nice snag Alex Bregman's nice snag Alex Bregman's nice snag Alex Bregman snares a line drive to rob Sal Frelick of a hit in the bottom of the 2nd,2026-06-27,Chicago Cubs at Milwaukee Brewers,,Alex Bregman's nice snag Alex Bregman's nice snag Alex Bregman's nice snag Alex Bregman snares a line drive to rob Sal Frelick of a hit in the bottom of the 2nd,fly_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_823770_david-peterson-in-play-out-s-to-sal-frelick-l26n5e_Alex_Bregman_s_nice_snag_Alex_Bregman_s_nice_snag_Alex_Bregman_s_nice_snag_Alex_.mp4,c9b66a5eded1b0675226016931a3349078216f0ff3f5650af2027f37346a9400,gamePk=823770
MLB_824821_mitchell-parker-in-play-out-s-to-pete-alonso-croopk,https://mlb-cuts-diamond.mlb.com/FORGE/2026/2026-06/28/a26e3b12-48e800cd-84a6301d-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,CJ Abrams' great throw across the diamond CJ Abrams' great throw across the diamond CJ Abrams' great throw across the diamond CJ Abrams backhands a grounder and fires a long throw to first to retire Pete Alonso in the 6th,2026-06-28,Washington Nationals at Baltimore Orioles,,CJ Abrams' great throw across the diamond CJ Abrams' great throw across the diamond CJ Abrams' great throw across the diamond CJ Abrams backhands a grounder and fires a long throw to first to retire Pete Alonso in the 6th,ground_ball,MLB official public video metadata; verify redistribution rights before public release.,downloaded,raw_sources\MLB_824821_mitchell-parker-in-play-out-s-to-pete-alonso-croopk_CJ_Abrams_great_throw_across_the_diamond_CJ_Abrams_great_throw_across_the_diamon.mp4,87145134e3dc72fb983e042a42971efaa2e0eae678f9b49eb310bff94cc9991b,gamePk=824821
