dataset_path,sample_id,label,source_group,split
dataset/ground_ball/Codex_Workstation/G_0258,G_0258,ground_ball,MLB_823235_justin-crawford-grounds-out-pitcher-ryan-walker-to-first-baseman-rafa,train
dataset/ground_ball/Codex_Workstation/G_0262,G_0262,ground_ball,MLB_823565_jeffrey-springs-completes-six-no-hit-innings,train
dataset/ground_ball/Codex_Workstation/G_0265,G_0265,ground_ball,MLB_824534_tj-friedl-s-rbi-groundout,train
dataset/ground_ball/Codex_Workstation/G_0266,G_0266,ground_ball,MLB_822997_camilo-doval-in-play-run-s-to-jonathan-aranda,test
dataset/ground_ball/Codex_Workstation/G_0267,G_0267,ground_ball,MLB_823156_cal-raleigh-grounds-out-second-baseman-isaac-paredes-to-first-baseman,train
dataset/ground_ball/Codex_Workstation/G_0268,G_0268,ground_ball,MLB_824294_jakob-marsee-grounds-out-to-first-baseman-spencer-torkelson,train
dataset/ground_ball/Codex_Workstation/G_0270,G_0270,ground_ball,MLB_824697_dansby-swanson-grounds-out-shortstop-konnor-griffin-to-first-baseman-,test
dataset/ground_ball/Codex_Workstation/G_0271,G_0271,ground_ball,MLB_824535_brandon-williamson-in-play-run-s-to-nolan-schanuel,test
dataset/ground_ball/Codex_Workstation/G_0272,G_0272,ground_ball,MLB_824857_chris-bassitt-in-play-run-s-to-heliot-ramos-lj8gho,train
dataset/ground_ball/Codex_Workstation/G_0273,G_0273,ground_ball,MLB_823074_ryan-watson-seals-the-red-sox-7-1-win,train
dataset/ground_ball/Codex_Workstation/G_0275,G_0275,ground_ball,MLB_822998_cole-sulser-in-play-run-s-to-cody-bellinger-x8695,test
dataset/ground_ball/Codex_Workstation/G_0276,G_0276,ground_ball,MLB_822998_kevin-kelly-in-play-run-s-to-giancarlo-stanton-7zz9lv,train
dataset/ground_ball/Codex_Workstation/G_0277,G_0277,ground_ball,MLB_822998_cam-schlittler-in-play-run-s-to-yandy-diaz,train
dataset/ground_ball/Codex_Workstation/G_0278,G_0278,ground_ball,MLB_822998_richie-palacios-grounds-out-shortstop-jose-caballero-to-first-baseman,train
dataset/ground_ball/Codex_Workstation/G_0280,G_0280,ground_ball,MLB_824937_andrew-nardi-in-play-run-s-to-austin-riley,train
dataset/ground_ball/Codex_Workstation/G_0281,G_0281,ground_ball,MLB_823927_brock-stewart-in-play-run-s-to-gabriel-moreno,train
dataset/ground_ball/Codex_Workstation/G_0283,G_0283,ground_ball,MLB_823080_clay-holmes-in-play-out-s-to-ivan-herrera,test
dataset/ground_ball/Codex_Workstation/G_0286,G_0286,ground_ball,MLB_823807_carson-williams-grounds-out-softly-to-first-baseman-jake-bauers,test
dataset/ground_ball/Codex_Workstation/G_0308,G_0308,ground_ball,MLB_778408_jojo-romero-in-play-run-s-to-andrew-mccutchen-whyd1n,train
dataset/ground_ball/Codex_Workstation/G_0321,G_0321,ground_ball,MLB_778424_tyler-holton-in-play-out-s-to-oswaldo-cabrera,train
dataset/ground_ball/Codex_Workstation/G_0334,G_0334,ground_ball,MLB_778450_fernando-tatis-jr-singles-on-a-ground-ball-to-right-fielder-kyle-tuck,train
dataset/ground_ball/Codex_Workstation/G_0339,G_0339,ground_ball,MLB_745032_jon-singleton-grounds-out-first-baseman-jared-walsh-to-pitcher-dane-d,train
dataset/ground_ball/Codex_Workstation/G_0341,G_0341,ground_ball,MLB_745273_scott-barlow-in-play-run-s-to-j-p-crawford,train
dataset/ground_ball/Codex_Workstation/G_0342,G_0342,ground_ball,MLB_745275_george-kirby-in-play-no-out-to-andres-gimenez,train
dataset/ground_ball/Codex_Workstation/G_0343,G_0343,ground_ball,MLB_745275_george-kirby-in-play-run-s-to-josh-naylor-hcbt88,val
dataset/ground_ball/Codex_Workstation/G_0345,G_0345,ground_ball,MLB_745361_dylan-cease-in-play-run-s-to-matt-chapman,val
dataset/ground_ball/Codex_Workstation/G_0346,G_0346,ground_ball,MLB_745362_stephen-kolek-in-play-run-s-to-matt-chapman-jjarns,test
dataset/ground_ball/Codex_Workstation/G_0349,G_0349,ground_ball,MLB_745766_clay-holmes-in-play-run-s-to-alejandro-kirk,train
dataset/ground_ball/Codex_Workstation/G_0352,G_0352,ground_ball,MLB_746007_abner-uribe-in-play-out-s-to-julio-rodriguez,train
dataset/ground_ball/Codex_Workstation/G_0353,G_0353,ground_ball,MLB_746251_jose-suarez-in-play-run-s-to-reese-mcguire-vnmjv4,test
dataset/ground_ball/Codex_Workstation/G_0355,G_0355,ground_ball,MLB_746731_elly-de-la-cruz-reaches-on-a-fielding-error-by-second-baseman-jeff-mc,test
dataset/ground_ball/Codex_Workstation/G_0359,G_0359,ground_ball,MLB_747143_tommy-henry-in-play-run-s-to-marcell-ozuna,test
dataset/ground_ball/Codex_Workstation/G_0360,G_0360,ground_ball,MLB_744861_isiah-kiner-falefa-grounds-out-shortstop-cj-abrams-to-first-baseman-j,train
dataset/ground_ball/Codex_Workstation/G_0361,G_0361,ground_ball,MLB_744943_kevin-gausman-in-play-no-out-to-max-kepler,train
dataset/ground_ball/Codex_Workstation/G_0362,G_0362,ground_ball,MLB_745098_mike-clevinger-in-play-run-s-to-jonny-deluca,train
dataset/ground_ball/Codex_Workstation/G_0363,G_0363,ground_ball,MLB_745101_jonny-deluca-grounds-out-third-baseman-brett-baty-to-first-baseman-pe,test
dataset/ground_ball/Codex_Workstation/G_0365,G_0365,ground_ball,MLB_745504_ryan-feltner-in-play-run-s-to-ke-bryan-hayes-qtfmpx,train
dataset/ground_ball/Codex_Workstation/G_0366,G_0366,ground_ball,MLB_745504_ryan-feltner-in-play-run-s-to-rowdy-tellez-kgzylo,train
dataset/ground_ball/Codex_Workstation/G_0370,G_0370,ground_ball,MLB_745752_trey-cabbage-singles-on-a-ground-ball-to-right-fielder-jahmai-jones-j,train
dataset/ground_ball/Codex_Workstation/G_0371,G_0371,ground_ball,MLB_745910_eduard-bazardo-in-play-run-s-to-manuel-margot,train
dataset/ground_ball/Codex_Workstation/G_0372,G_0372,ground_ball,MLB_745911_brennan-bernardino-in-play-run-s-to-carlos-correa,train
dataset/ground_ball/Codex_Workstation/G_0378,G_0378,ground_ball,MLB_746563_keaton-winn-in-play-out-s-to-elehuris-montero,train
dataset/ground_ball/Codex_Workstation/G_0379,G_0379,ground_ball,MLB_746644_zach-neto-singles-on-a-ground-ball-to-left-fielder-gabriel-arias-defl,val
dataset/ground_ball/Codex_Workstation/G_0380,G_0380,ground_ball,MLB_746800_chris-flexen-in-play-run-s-to-christian-vazquez,train
dataset/ground_ball/Codex_Workstation/G_0384,G_0384,ground_ball,MLB_747043_cedric-mullins-rbi-groundout,train
dataset/ground_ball/Codex_Workstation/G_0385,G_0385,ground_ball,MLB_747126_justin-slaten-in-play-run-s-to-marcell-ozuna,train
dataset/ground_ball/Codex_Workstation/G_0387,G_0387,ground_ball,MLB_747126_vaughn-grissom-grounds-out-third-baseman-austin-riley-to-first-basema,train
dataset/ground_ball/Codex_Workstation/G_0388,G_0388,ground_ball,MLB_747207_jake-mccarthy-grounds-out-softly-pitcher-yoshinobu-yamamoto-to-first-,train
dataset/ground_ball/Codex_Workstation/G_0389,G_0389,ground_ball,MLB_747208_fernando-tatis-jr-singles-on-a-ground-ball-to-left-fielder-lourdes-gu,train
dataset/ground_ball/Codex_Workstation/G_0392,G_0392,ground_ball,MLB_745262_joey-estes-in-play-out-s-to-julio-rodriguez-x9nnnp,train
dataset/ground_ball/Codex_Workstation/G_0394,G_0394,ground_ball,MLB_745826_jorge-lopez-in-play-run-s-to-johan-rojas,test
dataset/ground_ball/Codex_Workstation/G_0398,G_0398,ground_ball,MLB_745989_michael-a-taylor-grounds-out-third-baseman-joey-ortiz-to-first-basema,train
dataset/ground_ball/Codex_Workstation/G_0401,G_0401,ground_ball,MLB_746959_erasmo-ramirez-in-play-out-s-to-romy-gonzalez,train
dataset/ground_ball/Codex_Workstation/G_0402,G_0402,ground_ball,MLB_746959_garrett-cleavinger-in-play-out-s-to-rob-refsnyder-emjp7u,val
dataset/ground_ball/Codex_Workstation/G_0403,G_0403,ground_ball,MLB_746959_zack-littell-in-play-out-s-to-vaughn-grissom,train
dataset/ground_ball/Codex_Workstation/G_0404,G_0404,ground_ball,MLB_746960_david-hamilton-s-diving-stop-and-throw,train
dataset/ground_ball/Codex_Workstation/G_0406,G_0406,ground_ball,MLB_747123_michael-busch-grounds-out-pitcher-jesse-chavez-to-shortstop-orlando-a,test
dataset/ground_ball/Codex_Workstation/G_0407,G_0407,ground_ball,MLB_744937_zach-pop-in-play-no-out-to-jonathan-aranda,train
dataset/ground_ball/Codex_Workstation/G_0410,G_0410,ground_ball,MLB_745179_dominic-smith-s-rbi-groundout,train
dataset/ground_ball/Codex_Workstation/G_0411,G_0411,ground_ball,MLB_745180_colton-cowser-grounds-out-shortstop-masyn-winn-to-first-baseman-paul-,train
dataset/ground_ball/Codex_Workstation/G_0425,G_0425,ground_ball,MLB_746962_rob-refsnyder-grounds-out-pitcher-manuel-rodriguez-to-first-baseman-y,train
dataset/ground_ball/Codex_Workstation/G_0438,G_0438,ground_ball,MLB_745568_cristopher-sanchez-s-stellar-outing,val
dataset/ground_ball/Codex_Workstation/G_0440,G_0440,ground_ball,MLB_745572_johan-rojas-rbi-groundout,train
dataset/ground_ball/Codex_Workstation/G_0441,G_0441,ground_ball,MLB_745656_austin-voth-in-play-run-s-to-shea-langeliers,val
dataset/ground_ball/Codex_Workstation/G_0442,G_0442,ground_ball,MLB_745740_byron-buxton-grounds-out-third-baseman-dj-lemahieu-to-first-baseman-a,train
dataset/ground_ball/Codex_Workstation/G_0446,G_0446,ground_ball,MLB_746054_a-j-puk-in-play-no-out-to-steven-kwan,val
dataset/ground_ball/Codex_Workstation/G_0448,G_0448,ground_ball,MLB_746220_framber-valdez-in-play-out-s-to-logan-o-hoppe,train
dataset/ground_ball/Codex_Workstation/G_0449,G_0449,ground_ball,MLB_746220_jose-altuve-grounds-out-third-baseman-luis-rengifo-to-first-baseman-n,test
dataset/ground_ball/Codex_Workstation/G_0450,G_0450,ground_ball,MLB_746222_yuki-matsui-in-play-out-s-to-logan-o-hoppe,val
dataset/ground_ball/Codex_Workstation/G_0451,G_0451,ground_ball,MLB_746224_ha-seong-kim-grounds-out-shortstop-zach-neto-to-first-baseman-nolan-s,test
dataset/ground_ball/Codex_Workstation/G_0452,G_0452,ground_ball,MLB_746297_james-mcarthur-in-play-run-s-to-julio-rodriguez,train
dataset/ground_ball/Codex_Workstation/G_0457,G_0457,ground_ball,MLB_746629_ben-lively-in-play-run-s-to-joey-meneses,test
dataset/ground_ball/Codex_Workstation/G_0459,G_0459,ground_ball,MLB_746631_vinnie-pasquantino-grounds-out-second-baseman-andres-gimenez-to-first,train
dataset/ground_ball/Codex_Workstation/G_0463,G_0463,ground_ball,MLB_746871_nick-lodolo-in-play-run-s-to-david-bote,train
dataset/ground_ball/Codex_Workstation/G_0472,G_0472,ground_ball,MLB_745079_dansby-swanson-grounds-out-sharply-shortstop-taylor-walls-to-first-ba,train
dataset/ground_ball/Codex_Workstation/G_0473,G_0473,ground_ball,MLB_745086_brady-singer-in-play-run-s-to-isaac-paredes,train
dataset/ground_ball/Codex_Workstation/G_0474,G_0474,ground_ball,MLB_745087_seth-lugo-in-play-run-s-to-jonathan-aranda,train
dataset/ground_ball/Codex_Workstation/G_0475,G_0475,ground_ball,MLB_745168_dennis-santana-s-pirates-debut,train
dataset/ground_ball/Codex_Workstation/G_0477,G_0477,ground_ball,MLB_745171_bailey-falter-in-play-run-s-to-masyn-winn,val
dataset/ground_ball/Codex_Workstation/G_0479,G_0479,ground_ball,MLB_745173_masyn-winn-seals-the-win-with-a-groundout,train
dataset/ground_ball/Codex_Workstation/G_0480,G_0480,ground_ball,MLB_745176_cody-bellinger-s-single-x775,train
dataset/ground_ball/Codex_Workstation/G_0481,G_0481,ground_ball,MLB_745241_eduard-bazardo-in-play-out-s-to-wyatt-langford,train
dataset/ground_ball/Codex_Workstation/G_0482,G_0482,ground_ball,MLB_745245_tyler-locklear-makes-a-diving-play-at-first-base,train
dataset/ground_ball/Codex_Workstation/G_0484,G_0484,ground_ball,MLB_745411_luis-campusano-grounds-out-third-baseman-oswaldo-cabrera-to-first-bas,train
dataset/ground_ball/Codex_Workstation/G_0489,G_0489,ground_ball,MLB_745651_jj-bleday-grounds-out-second-baseman-spencer-horwitz-to-first-baseman,val
dataset/ground_ball/Codex_Workstation/G_0492,G_0492,ground_ball,MLB_745809_starling-marte-grounds-into-a-double-play-third-baseman-jake-burger-t,test
dataset/ground_ball/Codex_Workstation/G_0493,G_0493,ground_ball,MLB_745815_jesus-luzardo-in-play-run-s-to-mark-vientos,val
dataset/ground_ball/Codex_Workstation/G_0496,G_0496,ground_ball,MLB_745903_jose-miranda-singles-on-a-sharp-ground-ball-to-center-fielder-kyle-is,train
dataset/ground_ball/Codex_Workstation/G_0497,G_0497,ground_ball,MLB_745905_jhoan-duran-in-play-out-s-to-marcus-semien,train
dataset/ground_ball/Codex_Workstation/G_0498,G_0498,ground_ball,MLB_745977_frankie-montas-in-play-run-s-to-jackson-chourio,train
dataset/ground_ball/Codex_Workstation/G_0499,G_0499,ground_ball,MLB_745977_william-contreras-grounds-out-second-baseman-jonathan-india-to-first-,train
dataset/ground_ball/Codex_Workstation/G_0500,G_0500,ground_ball,MLB_745987_sal-frelick-grounds-out-shortstop-dansby-swanson-to-first-baseman-mic,test
dataset/ground_ball/Codex_Workstation/G_0504,G_0504,ground_ball,MLB_746216_ryan-pressly-in-play-run-s-to-michael-stefanic,train
dataset/ground_ball/Codex_Workstation/G_0508,G_0508,ground_ball,MLB_746547_geoff-hartlieb-in-play-run-s-to-nick-gonzales,test
dataset/ground_ball/Codex_Workstation/G_0514,G_0514,ground_ball,MLB_746701_nick-lodolo-in-play-out-s-to-andres-gimenez-uzzwyk,test
dataset/ground_ball/Codex_Workstation/G_0515,G_0515,ground_ball,MLB_746791_genesis-cabrera-in-play-run-s-to-andrew-vaughn,val
dataset/ground_ball/Codex_Workstation/G_0518,G_0518,ground_ball,MLB_746865_mike-tauchman-grounds-into-a-double-play-shortstop-masyn-winn-to-firs,train
dataset/ground_ball/Codex_Workstation/G_0520,G_0520,ground_ball,MLB_746946_cooper-criswell-in-play-out-s-to-aaron-judge,test
dataset/ground_ball/Codex_Workstation/G_0522,G_0522,ground_ball,MLB_747024_grayson-rodriguez-in-play-out-s-to-alec-bohm,train
dataset/ground_ball/Codex_Workstation/G_0524,G_0524,ground_ball,MLB_744913_jose-berrios-in-play-run-s-to-jose-altuve,test
dataset/ground_ball/Codex_Workstation/G_0529,G_0529,ground_ball,MLB_745245_emerson-hancock-in-play-out-s-to-danny-mendick,test
dataset/ground_ball/Codex_Workstation/G_0535,G_0535,ground_ball,MLB_745485_andrew-mccutchen-called-safe-at-second-base,test
dataset/ground_ball/Codex_Workstation/G_0536,G_0536,ground_ball,MLB_745488_alexis-diaz-in-play-out-s-to-ke-bryan-hayes-b4rol2,train
dataset/ground_ball/Codex_Workstation/G_0538,G_0538,ground_ball,MLB_745566_ketel-marte-grounds-out-shortstop-trea-turner-to-first-baseman-bryce-,train
dataset/ground_ball/Codex_Workstation/G_0543,G_0543,ground_ball,MLB_745729_dj-lemahieu-grounds-out-second-baseman-ozzie-albies-to-first-baseman-,val
dataset/ground_ball/Codex_Workstation/G_0546,G_0546,ground_ball,MLB_745802_luis-severino-in-play-run-s-to-jake-meyers,train
dataset/ground_ball/Codex_Workstation/G_0558,G_0558,ground_ball,MLB_746131_ryan-yarbrough-in-play-run-s-to-mickey-moniak,train
dataset/ground_ball/Codex_Workstation/G_0560,G_0560,ground_ball,MLB_746217_joel-payamps-in-play-run-s-to-jo-adell,train
dataset/ground_ball/Codex_Workstation/G_0561,G_0561,ground_ball,MLB_746292_chris-stratton-in-play-run-s-to-tyler-freeman,train
dataset/ground_ball/Codex_Workstation/G_0568,G_0568,ground_ball,MLB_746538_bobby-miller-in-play-run-s-to-sean-bouchard,train
dataset/ground_ball/Codex_Workstation/G_0573,G_0573,ground_ball,MLB_746775_jason-heyward-grounds-out-second-baseman-nicky-lopez-to-first-baseman,test
dataset/ground_ball/Codex_Workstation/G_0575,G_0575,ground_ball,MLB_746781_cooper-hummel-reaches-on-a-fielder-s-choice-out-third-baseman-lenyn-s,test
dataset/ground_ball/Codex_Workstation/G_0577,G_0577,ground_ball,MLB_746861_jose-quintana-in-play-out-s-to-christopher-morel-p0cpxd,train
dataset/ground_ball/Codex_Workstation/G_0579,G_0579,ground_ball,MLB_746863_tylor-megill-in-play-run-s-to-ian-happ,train
dataset/ground_ball/Codex_Workstation/G_0581,G_0581,ground_ball,MLB_747097_laz-diaz-has-a-sword-fight-with-the-braves-ball-boy,train
dataset/ground_ball/Codex_Workstation/G_0582,G_0582,ground_ball,MLB_747099_gregory-soto-in-play-out-s-to-ozzie-albies,train
dataset/ground_ball/Codex_Workstation/G_0602,G_0602,ground_ball,MLB_745546_aaron-nola-in-play-run-s-to-jazz-chisholm-jr,train
dataset/ground_ball/Codex_Workstation/G_0606,G_0606,ground_ball,MLB_745880_brice-turang-grounds-out-to-first-baseman-carlos-santana-jackson-chou,train
dataset/ground_ball/Codex_Workstation/G_0608,G_0608,ground_ball,MLB_745880_joey-ortiz-grounds-out-sharply-second-baseman-edouard-julien-to-first,train
dataset/ground_ball/Codex_Workstation/G_0609,G_0609,ground_ball,MLB_745880_ryan-jeffers-grounds-out-pitcher-bryan-hudson-to-first-baseman-rhys-h,train
dataset/ground_ball/Codex_Workstation/G_0610,G_0610,ground_ball,MLB_745880_william-contreras-grounds-out-second-baseman-edouard-julien-to-first-,train
dataset/ground_ball/Codex_Workstation/G_0625,G_0625,ground_ball,MLB_746525_connor-wong-grounds-out-third-baseman-aaron-schunk-to-first-baseman-m,train
dataset/ground_ball/Codex_Workstation/G_0631,G_0631,ground_ball,MLB_746763_andrew-vaughn-grounds-out-second-baseman-adam-frazier-to-first-basema,train
dataset/ground_ball/Codex_Workstation/G_0633,G_0633,ground_ball,MLB_746769_gavin-sheets-grounds-out-softly-third-baseman-ke-bryan-hayes-to-first,train
dataset/ground_ball/Codex_Workstation/G_0651,G_0651,ground_ball,MLB_747298_soto-walks-judge-grounds-out-vs-paul-skenes,test
dataset/ground_ball/Codex_Workstation/G_0652,G_0652,ground_ball,MLB_745224_yunior-marte-in-play-run-s-to-josh-rojas,train
dataset/ground_ball/Codex_Workstation/G_0662,G_0662,ground_ball,MLB_778171_joc-pederson-s-first-rbi-of-the-season,test
dataset/ground_ball/Codex_Workstation/G_0663,G_0663,ground_ball,MLB_778173_mark-vientos-grounds-out-third-baseman-jose-tena-to-first-baseman-nat,train
dataset/ground_ball/Codex_Workstation/G_0668,G_0668,ground_ball,MLB_778309_bryse-wilson-in-play-out-s-to-lawrence-butler,train
dataset/ground_ball/Codex_Workstation/G_0671,G_0671,ground_ball,MLB_778324_kody-funderburk-in-play-out-s-to-luis-torrens,val
dataset/ground_ball/Codex_Workstation/G_0676,G_0676,ground_ball,MLB_778011_charlie-morton-in-play-out-s-to-royce-lewis-skj56n,train
dataset/ground_ball/Codex_Workstation/G_0691,G_0691,ground_ball,MLB_777663_andrew-mccutchen-grounds-out-third-baseman-isaac-paredes-to-first-bas,test
dataset/ground_ball/Codex_Workstation/G_0693,G_0693,ground_ball,MLB_777670_zach-neto-grounds-out-third-baseman-abraham-toro-to-first-baseman-rom,train
dataset/ground_ball/Codex_Workstation/G_0699,G_0699,ground_ball,MLB_777775_ali-sanchez-grounds-out-second-baseman-brandon-lowe-to-first-baseman-,test
dataset/ground_ball/Codex_Workstation/G_0702,G_0702,ground_ball,MLB_777786_ryan-helsley-in-play-out-s-to-lourdes-gurriel-jr,test
dataset/ground_ball/Codex_Workstation/G_0706,G_0706,ground_ball,MLB_777803_sean-reynolds-in-play-run-s-to-nick-allen,test
dataset/ground_ball/Codex_Workstation/G_0707,G_0707,ground_ball,MLB_777804_jacob-lopez-in-play-out-s-to-bryce-harper-tztwgo,test
dataset/ground_ball/Codex_Workstation/G_0708,G_0708,ground_ball,MLB_777810_drew-rasmussen-in-play-out-s-to-bo-bichette-cyfbn3,test
dataset/ground_ball/Codex_Workstation/G_0709,G_0709,ground_ball,MLB_777811_matthew-boyd-in-play-no-out-to-tj-friedl-dakfn6,val
dataset/ground_ball/Codex_Workstation/G_0710,G_0710,ground_ball,MLB_777842_j-t-realmuto-grounds-out-shortstop-ezequiel-tovar-to-first-baseman-mi,test
dataset/ground_ball/Codex_Workstation/G_0711,G_0711,ground_ball,MLB_777847_nick-martinez-in-play-out-s-to-andrew-mccutchen-nw37ye,val
dataset/ground_ball/Codex_Workstation/G_0712,G_0712,ground_ball,MLB_777856_wilyer-abreu-grounds-out-to-first-baseman-pete-alonso-alex-bregman-to,train
dataset/ground_ball/Codex_Workstation/G_0720,G_0720,ground_ball,MLB_777915_taveras-reaches-after-yankees-have-miscue-at-first,test
dataset/ground_ball/Codex_Workstation/G_0721,G_0721,ground_ball,MLB_777936_javier-sanoja-s-slick-play,test
dataset/ground_ball/Codex_Workstation/G_0724,G_0724,ground_ball,MLB_777986_gunnar-henderson-grounds-out-second-baseman-luis-rengifo-to-first-bas,train
dataset/ground_ball/Codex_Workstation/G_0725,G_0725,ground_ball,MLB_777988_eduardo-rodriguez-in-play-no-out-to-mookie-betts-np12be,train
dataset/ground_ball/Codex_Workstation/G_0726,G_0726,ground_ball,MLB_777120_matt-festa-in-play-out-s-to-miguel-vargas-hcajdd,train
dataset/ground_ball/Codex_Workstation/G_0728,G_0728,ground_ball,MLB_777252_spencer-strider-in-play-out-s-to-ramon-laureano,test
dataset/ground_ball/Codex_Workstation/G_0729,G_0729,ground_ball,MLB_777255_scott-barlow-in-play-out-s-to-alec-bohm,train
dataset/ground_ball/Codex_Workstation/G_0733,G_0733,ground_ball,MLB_777296_pete-fairbanks-in-play-out-s-to-jacob-wilson,val
dataset/ground_ball/Codex_Workstation/G_0738,G_0738,ground_ball,MLB_777420_colt-keith-grounds-out-to-first-baseman-jonathan-aranda,test
dataset/ground_ball/Codex_Workstation/G_0740,G_0740,ground_ball,MLB_777470_luis-torrens-grounds-into-a-force-out-second-baseman-ozzie-albies-to-,val
dataset/ground_ball/Codex_Workstation/G_0741,G_0741,ground_ball,MLB_777474_bailey-ober-in-play-run-s-to-will-benson,train
dataset/ground_ball/Codex_Workstation/G_0746,G_0746,ground_ball,MLB_777494_luis-guillorme-grounds-out-second-baseman-brooks-lee-to-first-baseman,train
dataset/ground_ball/Codex_Workstation/G_0747,G_0747,ground_ball,MLB_777498_ryan-walker-in-play-out-s-to-tommy-edman,test
dataset/ground_ball/Codex_Workstation/G_0749,G_0749,ground_ball,MLB_777512_jose-quintana-in-play-out-s-to-alec-burleson,val
dataset/ground_ball/Codex_Workstation/G_0754,G_0754,ground_ball,MLB_777557_jorge-alcala-in-play-run-s-to-kyle-higashioka,train
dataset/ground_ball/Codex_Workstation/G_0755,G_0755,ground_ball,MLB_777561_walker-buehler-in-play-out-s-to-junior-caminero-zamez5,test
dataset/ground_ball/Codex_Workstation/G_0757,G_0757,ground_ball,MLB_777587_landen-roupp-in-play-out-s-to-michael-harris-ii-x4gaie,train
dataset/ground_ball/Codex_Workstation/G_0758,G_0758,ground_ball,MLB_778566_aaron-judge-grounds-out-sharply-shortstop-francisco-lindor-to-first-b,train
dataset/ground_ball/Codex_Workstation/G_0761,G_0761,ground_ball,MLB_776138_brady-basso-in-play-out-s-to-vinnie-pasquantino,train
dataset/ground_ball/Codex_Workstation/G_0763,G_0763,ground_ball,MLB_776139_caleb-ferguson-in-play-out-s-to-michael-conforto,train
dataset/ground_ball/Codex_Workstation/G_0764,G_0764,ground_ball,MLB_776143_mitchell-parker-in-play-run-s-to-michael-a-taylor,train
dataset/ground_ball/Codex_Workstation/G_0766,G_0766,ground_ball,MLB_776156_raisel-iglesias-in-play-out-s-to-jared-triolo,test
dataset/ground_ball/Codex_Workstation/G_0770,G_0770,ground_ball,MLB_776187_shota-imanaga-in-play-out-s-to-luisangel-acuna,test
dataset/ground_ball/Codex_Workstation/G_0773,G_0773,ground_ball,MLB_776194_kyle-karros-grounds-out-third-baseman-eugenio-suarez-to-first-baseman,train
dataset/ground_ball/Codex_Workstation/G_0774,G_0774,ground_ball,MLB_776204_tanner-bibee-in-play-out-s-to-gleyber-torres-hjmmc5,train
dataset/ground_ball/Codex_Workstation/G_0777,G_0777,ground_ball,MLB_776221_sauryn-lao-in-play-run-s-to-michael-harris-ii,train
dataset/ground_ball/Codex_Workstation/G_0781,G_0781,ground_ball,MLB_776244_miles-mikolas-in-play-out-s-to-joey-ortiz-gk8oft,train
dataset/ground_ball/Codex_Workstation/G_0783,G_0783,ground_ball,MLB_776262_bryan-woo-in-play-out-s-to-jake-meyers,train
dataset/ground_ball/Codex_Workstation/G_0787,G_0787,ground_ball,MLB_776271_logan-webb-in-play-out-s-to-teoscar-hernandez-ewyeye,train
dataset/ground_ball/Codex_Workstation/G_0788,G_0788,ground_ball,MLB_776271_logan-webb-in-play-out-s-to-teoscar-hernandez-raaypf,train
dataset/ground_ball/Codex_Workstation/G_0795,G_0795,ground_ball,MLB_776307_nick-allen-grounds-out-first-baseman-andres-chaparro-to-pitcher-macke,train
dataset/ground_ball/Codex_Workstation/G_0797,G_0797,ground_ball,MLB_776324_james-mccann-singles-on-a-ground-ball-to-left-fielder-austin-martin-a,test
dataset/ground_ball/Codex_Workstation/G_0798,G_0798,ground_ball,MLB_776336_bubba-chandler-in-play-run-s-to-robert-hassell-iii,train
dataset/ground_ball/Codex_Workstation/G_0799,G_0799,ground_ball,MLB_776336_jackson-rutledge-in-play-run-s-to-nick-yorke,train
dataset/ground_ball/Codex_Workstation/G_0800,G_0800,ground_ball,MLB_776339_pedro-pages-grounds-out-third-baseman-caleb-durbin-to-first-baseman-j,train
dataset/ground_ball/Codex_Workstation/G_0801,G_0801,ground_ball,MLB_776346_hunter-brown-in-play-out-s-to-drake-baldwin,train
dataset/ground_ball/Codex_Workstation/G_0813,G_0813,ground_ball,MLB_776432_cole-winn-in-play-out-s-to-jeremy-pena-ozcmtk,train
dataset/ground_ball/Codex_Workstation/G_0814,G_0814,ground_ball,MLB_776434_carter-jensen-s-rbi-groundout,train
dataset/ground_ball/Codex_Workstation/G_0819,G_0819,ground_ball,MLB_776485_junior-caminero-singles-on-a-ground-ball-to-left-fielder-randy-arozar,train
dataset/ground_ball/Codex_Workstation/G_0820,G_0820,ground_ball,MLB_776487_ha-seong-kim-grounds-out-sharply-shortstop-dansby-swanson-to-first-ba,train
dataset/ground_ball/Codex_Workstation/G_0824,G_0824,ground_ball,MLB_776503_scott-barlow-escapes-trouble-in-7th-to-preserve-lead,val
dataset/ground_ball/Codex_Workstation/G_0827,G_0827,ground_ball,MLB_776508_colby-thomas-grounds-out-third-baseman-josh-jung-to-first-baseman-row,train
dataset/ground_ball/Codex_Workstation/G_0828,G_0828,ground_ball,MLB_776510_jose-soriano-in-play-out-s-to-carlos-correa,val
dataset/ground_ball/Codex_Workstation/G_0830,G_0830,ground_ball,MLB_776519_heriberto-hernandez-singles-on-a-ground-ball-to-right-fielder-juan-so,train
dataset/ground_ball/Codex_Workstation/G_0831,G_0831,ground_ball,MLB_776522_jesus-luzardo-in-play-out-s-to-ronald-acuna-jr-8msfek,val
dataset/ground_ball/Codex_Workstation/G_0833,G_0833,ground_ball,MLB_776529_camilo-doval-in-play-run-s-to-will-robertson,train
dataset/ground_ball/Codex_Workstation/G_0838,G_0838,ground_ball,MLB_776552_nick-castellanos-grounds-out-third-baseman-nacho-alvarez-jr-to-first-,val
