dataset_path,sample_id,label,collector,verification_source,verification_detail,contact_time,timing_was_corrected,original_event_start,original_event_end,final_event_start,final_event_end
dataset/ground_ball/Codex_Workstation/G_0117,G_0117,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.360,3.460,3.360,3.460
dataset/ground_ball/Codex_Workstation/G_0119,G_0119,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.640,1.740,1.640,1.740
dataset/ground_ball/Codex_Workstation/G_0120,G_0120,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.190,1.290,1.190,1.290
dataset/ground_ball/Codex_Workstation/G_0121,G_0121,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.600,1.700,1.600,1.700
dataset/ground_ball/Codex_Workstation/G_0122,G_0122,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.390,3.490,3.390,3.490
dataset/ground_ball/Codex_Workstation/G_0125,G_0125,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.370,3.470,3.370,3.470
dataset/ground_ball/Codex_Workstation/G_0126,G_0126,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.450,3.550,3.450,3.550
dataset/ground_ball/Codex_Workstation/G_0127,G_0127,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.080,1.180,1.080,1.180
dataset/ground_ball/Codex_Workstation/G_0128,G_0128,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.320,3.420,3.320,3.420
dataset/ground_ball/Codex_Workstation/G_0129,G_0129,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.780,1.880,1.780,1.880
dataset/ground_ball/Codex_Workstation/G_0130,G_0130,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.980,2.080,1.980,2.080
dataset/ground_ball/Codex_Workstation/G_0132,G_0132,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,0.930,1.030,0.930,1.030
dataset/ground_ball/Codex_Workstation/G_0133,G_0133,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.470,3.570,3.470,3.570
dataset/ground_ball/Codex_Workstation/G_0134,G_0134,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.470,3.580,3.470,3.580
dataset/ground_ball/Codex_Workstation/G_0135,G_0135,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.430,1.530,1.430,1.530
dataset/ground_ball/Codex_Workstation/G_0136,G_0136,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.650,1.750,1.650,1.750
dataset/ground_ball/Codex_Workstation/G_0137,G_0137,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.480,3.580,3.480,3.580
dataset/ground_ball/Codex_Workstation/G_0139,G_0139,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.630,1.730,1.630,1.730
dataset/ground_ball/Codex_Workstation/G_0140,G_0140,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.330,3.430,3.330,3.430
dataset/ground_ball/Codex_Workstation/G_0141,G_0141,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.430,3.530,3.430,3.530
dataset/ground_ball/Codex_Workstation/G_0143,G_0143,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.380,3.480,3.380,3.480
dataset/ground_ball/Codex_Workstation/G_0144,G_0144,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.540,3.640,3.540,3.640
dataset/ground_ball/Codex_Workstation/G_0145,G_0145,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.920,2.000,1.920,2.000
dataset/ground_ball/Codex_Workstation/G_0146,G_0146,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.460,3.560,3.460,3.560
dataset/ground_ball/Codex_Workstation/G_0147,G_0147,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.230,1.330,1.230,1.330
dataset/ground_ball/Codex_Workstation/G_0148,G_0148,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.470,3.570,3.470,3.570
dataset/ground_ball/Codex_Workstation/G_0149,G_0149,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.930,2.030,1.930,2.030
dataset/ground_ball/Codex_Workstation/G_0150,G_0150,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.130,1.230,1.130,1.230
dataset/ground_ball/Codex_Workstation/G_0151,G_0151,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.740,1.840,1.740,1.840
dataset/ground_ball/Codex_Workstation/G_0152,G_0152,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,2.010,2.110,2.010,2.110
dataset/ground_ball/Codex_Workstation/G_0153,G_0153,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.420,3.520,3.420,3.520
dataset/ground_ball/Codex_Workstation/G_0154,G_0154,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.360,3.460,3.360,3.460
dataset/ground_ball/Codex_Workstation/G_0159,G_0159,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.430,1.530,1.430,1.530
dataset/ground_ball/Codex_Workstation/G_0162,G_0162,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.380,3.480,3.380,3.480
dataset/ground_ball/Codex_Workstation/G_0163,G_0163,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.540,3.640,3.540,3.640
dataset/ground_ball/Codex_Workstation/G_0165,G_0165,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.220,1.320,1.220,1.320
dataset/ground_ball/Codex_Workstation/G_0166,G_0166,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.410,3.510,3.410,3.510
dataset/ground_ball/Codex_Workstation/G_0167,G_0167,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.010,1.110,1.010,1.110
dataset/ground_ball/Codex_Workstation/G_0169,G_0169,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.200,1.300,1.200,1.300
dataset/ground_ball/Codex_Workstation/G_0170,G_0170,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.400,1.500,1.400,1.500
dataset/ground_ball/Codex_Workstation/G_0171,G_0171,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,2.170,2.250,2.170,2.250
dataset/ground_ball/Codex_Workstation/G_0172,G_0172,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.060,1.160,1.060,1.160
dataset/ground_ball/Codex_Workstation/G_0173,G_0173,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,2.140,2.240,2.140,2.240
dataset/ground_ball/Codex_Workstation/G_0174,G_0174,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.430,3.530,3.430,3.530
dataset/ground_ball/Codex_Workstation/G_0176,G_0176,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,2.080,2.180,2.080,2.180
dataset/ground_ball/Codex_Workstation/G_0178,G_0178,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.320,1.420,1.320,1.420
dataset/ground_ball/Codex_Workstation/G_0180,G_0180,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.945,2.045,1.945,2.045
dataset/ground_ball/Codex_Workstation/G_0182,G_0182,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.310,3.460,3.310,3.460
dataset/ground_ball/Codex_Workstation/G_0186,G_0186,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.470,3.580,3.470,3.580
dataset/ground_ball/Codex_Workstation/G_0187,G_0187,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.400,3.500,3.400,3.500
dataset/ground_ball/Codex_Workstation/G_0189,G_0189,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.090,1.240,1.090,1.240
dataset/ground_ball/Codex_Workstation/G_0190,G_0190,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,0.965,1.045,0.965,1.045
dataset/ground_ball/Codex_Workstation/G_0191,G_0191,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.400,3.500,3.400,3.500
dataset/ground_ball/Codex_Workstation/G_0192,G_0192,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.030,3.130,3.030,3.130
dataset/ground_ball/Codex_Workstation/G_0193,G_0193,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.480,1.520,1.480,1.520
dataset/ground_ball/Codex_Workstation/G_0194,G_0194,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.000,1.100,1.000,1.100
dataset/ground_ball/Codex_Workstation/G_0195,G_0195,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.430,3.530,3.430,3.530
dataset/ground_ball/Codex_Workstation/G_0198,G_0198,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.440,3.540,3.440,3.540
dataset/ground_ball/Codex_Workstation/G_0199,G_0199,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.630,1.730,1.630,1.730
dataset/ground_ball/Codex_Workstation/G_0200,G_0200,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.890,2.040,1.890,2.040
dataset/ground_ball/Codex_Workstation/G_0202,G_0202,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.430,3.530,3.430,3.530
dataset/ground_ball/Codex_Workstation/G_0203,G_0203,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,1.830,1.930,1.830,1.930
dataset/ground_ball/Codex_Workstation/G_0206,G_0206,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,3.340,3.440,3.340,3.440
dataset/ground_ball/Codex_Workstation/G_0209,G_0209,ground_ball,Codex_Workstation,human_binary_review,1-212.xlsx: usable=1,,N,0.980,1.080,0.980,1.080
dataset/ground_ball/Codex_Workstation/G_0217,G_0217,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,3.590,3.690,3.590,3.690
dataset/ground_ball/Codex_Workstation/G_0218,G_0218,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,3.630,3.730,3.630,3.730
dataset/ground_ball/Codex_Workstation/G_0219,G_0219,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,3.170,3.270,3.170,3.270
dataset/ground_ball/Codex_Workstation/G_0220,G_0220,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,3.420,3.520,3.420,3.520
dataset/ground_ball/Codex_Workstation/G_0225,G_0225,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,2.840,2.940,2.840,2.940
dataset/ground_ball/Codex_Workstation/G_0226,G_0226,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,2.100,2.200,2.100,2.200
dataset/ground_ball/Codex_Workstation/G_0227,G_0227,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,2.460,2.560,2.460,2.560
dataset/ground_ball/Codex_Workstation/G_0228,G_0228,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,2.200,2.300,2.200,2.300
dataset/ground_ball/Codex_Workstation/G_0229,G_0229,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,2.830,2.930,2.830,2.930
dataset/ground_ball/Codex_Workstation/G_0231,G_0231,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,3.640,3.740,3.640,3.740
dataset/ground_ball/Codex_Workstation/G_0232,G_0232,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.050,1.150,1.050,1.150
dataset/ground_ball/Codex_Workstation/G_0233,G_0233,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,5.600,5.700,5.600,5.700
dataset/ground_ball/Codex_Workstation/G_0234,G_0234,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,3.260,3.360,3.260,3.360
dataset/ground_ball/Codex_Workstation/G_0236,G_0236,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,3.160,3.260,3.160,3.260
dataset/ground_ball/Codex_Workstation/G_0237,G_0237,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,3.130,3.230,3.130,3.230
dataset/ground_ball/Codex_Workstation/G_0238,G_0238,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.330,1.430,1.330,1.430
dataset/ground_ball/Codex_Workstation/G_0239,G_0239,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.720,1.820,1.720,1.820
dataset/ground_ball/Codex_Workstation/G_0241,G_0241,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.960,1.060,0.960,1.060
dataset/ground_ball/Codex_Workstation/G_0242,G_0242,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0244,G_0244,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.940,2.040,1.940,2.040
dataset/ground_ball/Codex_Workstation/G_0245,G_0245,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.940,2.040,1.940,2.040
dataset/ground_ball/Codex_Workstation/G_0247,G_0247,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.970,1.070,0.970,1.070
dataset/ground_ball/Codex_Workstation/G_0248,G_0248,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.390,1.490,1.390,1.490
dataset/ground_ball/Codex_Workstation/G_0250,G_0250,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0252,G_0252,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.440,1.540,1.440,1.540
dataset/ground_ball/Codex_Workstation/G_0254,G_0254,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.970,2.120,1.970,2.120
dataset/ground_ball/Codex_Workstation/G_0257,G_0257,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,2.030,2.100,2.030,2.100
dataset/ground_ball/Codex_Workstation/G_0258,G_0258,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0262,G_0262,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.520,1.590,1.520,1.590
dataset/ground_ball/Codex_Workstation/G_0265,G_0265,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.330,1.430,1.330,1.430
dataset/ground_ball/Codex_Workstation/G_0266,G_0266,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.800,1.900,1.800,1.900
dataset/ground_ball/Codex_Workstation/G_0267,G_0267,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.940,2.040,1.940,2.040
dataset/ground_ball/Codex_Workstation/G_0268,G_0268,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0270,G_0270,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0271,G_0271,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.360,1.460,1.360,1.460
dataset/ground_ball/Codex_Workstation/G_0272,G_0272,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.140,1.240,1.140,1.240
dataset/ground_ball/Codex_Workstation/G_0273,G_0273,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,3.630,3.730,3.630,3.730
dataset/ground_ball/Codex_Workstation/G_0275,G_0275,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.590,1.690,1.590,1.690
dataset/ground_ball/Codex_Workstation/G_0276,G_0276,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.930,2.030,1.930,2.030
dataset/ground_ball/Codex_Workstation/G_0277,G_0277,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0278,G_0278,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0280,G_0280,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.340,1.440,1.340,1.440
dataset/ground_ball/Codex_Workstation/G_0281,G_0281,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,4.550,4.750,4.550,4.750
dataset/ground_ball/Codex_Workstation/G_0283,G_0283,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.950,2.150,1.950,2.150
dataset/ground_ball/Codex_Workstation/G_0286,G_0286,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,2.480,2.680,2.480,2.680
dataset/ground_ball/Codex_Workstation/G_0308,G_0308,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.100,0.200,0.100,0.200
dataset/ground_ball/Codex_Workstation/G_0321,G_0321,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.050,0.150,0.050,0.150
dataset/ground_ball/Codex_Workstation/G_0334,G_0334,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.100,0.200,0.100,0.200
dataset/ground_ball/Codex_Workstation/G_0339,G_0339,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.050,0.150,0.050,0.150
dataset/ground_ball/Codex_Workstation/G_0341,G_0341,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,2.980,3.080,2.980,3.080
dataset/ground_ball/Codex_Workstation/G_0342,G_0342,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.320,1.420,1.320,1.420
dataset/ground_ball/Codex_Workstation/G_0343,G_0343,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.940,2.040,1.940,2.040
dataset/ground_ball/Codex_Workstation/G_0345,G_0345,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.160,1.260,1.160,1.260
dataset/ground_ball/Codex_Workstation/G_0346,G_0346,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.000,1.100,1.000,1.100
dataset/ground_ball/Codex_Workstation/G_0349,G_0349,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.940,2.040,1.940,2.040
dataset/ground_ball/Codex_Workstation/G_0352,G_0352,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.420,1.520,1.420,1.520
dataset/ground_ball/Codex_Workstation/G_0353,G_0353,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.940,2.040,1.940,2.040
dataset/ground_ball/Codex_Workstation/G_0355,G_0355,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.250,0.350,0.250,0.350
dataset/ground_ball/Codex_Workstation/G_0359,G_0359,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0360,G_0360,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0361,G_0361,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.980,2.080,1.980,2.080
dataset/ground_ball/Codex_Workstation/G_0362,G_0362,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.660,1.760,1.660,1.760
dataset/ground_ball/Codex_Workstation/G_0363,G_0363,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.980,2.080,1.980,2.080
dataset/ground_ball/Codex_Workstation/G_0365,G_0365,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0366,G_0366,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,2.800,2.950,2.800,2.950
dataset/ground_ball/Codex_Workstation/G_0370,G_0370,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.760,0.860,0.760,0.860
dataset/ground_ball/Codex_Workstation/G_0371,G_0371,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0372,G_0372,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0378,G_0378,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.300,1.400,1.300,1.400
dataset/ground_ball/Codex_Workstation/G_0379,G_0379,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.000,0.050,0.000,0.050
dataset/ground_ball/Codex_Workstation/G_0380,G_0380,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0384,G_0384,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.080,1.180,1.080,1.180
dataset/ground_ball/Codex_Workstation/G_0385,G_0385,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.170,0.270,0.170,0.270
dataset/ground_ball/Codex_Workstation/G_0387,G_0387,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.140,1.240,1.140,1.240
dataset/ground_ball/Codex_Workstation/G_0388,G_0388,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.800,0.950,0.800,0.950
dataset/ground_ball/Codex_Workstation/G_0389,G_0389,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.100,0.250,0.100,0.250
dataset/ground_ball/Codex_Workstation/G_0392,G_0392,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.800,0.950,0.800,0.950
dataset/ground_ball/Codex_Workstation/G_0394,G_0394,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.940,2.040,1.940,2.040
dataset/ground_ball/Codex_Workstation/G_0398,G_0398,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.940,2.040,1.940,2.040
dataset/ground_ball/Codex_Workstation/G_0401,G_0401,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.800,2.000,1.800,2.000
dataset/ground_ball/Codex_Workstation/G_0402,G_0402,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.780,0.880,0.780,0.880
dataset/ground_ball/Codex_Workstation/G_0403,G_0403,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.860,0.960,0.860,0.960
dataset/ground_ball/Codex_Workstation/G_0404,G_0404,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.800,2.000,1.800,2.000
dataset/ground_ball/Codex_Workstation/G_0406,G_0406,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.800,2.000,1.800,2.000
dataset/ground_ball/Codex_Workstation/G_0407,G_0407,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.920,2.020,1.920,2.020
dataset/ground_ball/Codex_Workstation/G_0410,G_0410,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.100,1.300,1.100,1.300
dataset/ground_ball/Codex_Workstation/G_0411,G_0411,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.840,1.940,1.840,1.940
dataset/ground_ball/Codex_Workstation/G_0425,G_0425,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.000,1.100,1.000,1.100
dataset/ground_ball/Codex_Workstation/G_0438,G_0438,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0440,G_0440,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.940,2.040,1.940,2.040
dataset/ground_ball/Codex_Workstation/G_0441,G_0441,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.960,2.060,1.960,2.060
dataset/ground_ball/Codex_Workstation/G_0442,G_0442,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.530,0.630,0.530,0.630
dataset/ground_ball/Codex_Workstation/G_0446,G_0446,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.680,1.780,1.680,1.780
dataset/ground_ball/Codex_Workstation/G_0448,G_0448,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,4.500,4.700,4.500,4.700
dataset/ground_ball/Codex_Workstation/G_0449,G_0449,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,3.200,3.300,3.200,3.300
dataset/ground_ball/Codex_Workstation/G_0450,G_0450,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,1.800,2.000,1.800,2.000
dataset/ground_ball/Codex_Workstation/G_0451,G_0451,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,2.880,2.980,2.880,2.980
dataset/ground_ball/Codex_Workstation/G_0452,G_0452,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.310,0.410,0.310,0.410
dataset/ground_ball/Codex_Workstation/G_0457,G_0457,ground_ball,Codex_Workstation,human_binary_review,205-408(1).xlsx: usable=1,,N,0.000,0.100,0.000,0.100
